# Dead-ROI verdicts, CONSUMED not recomputed.
# Source of record: the R team's rule (fireflies decisions/0002), applied by
# interface2's if2_dead_roi_keep against
#   2R/2026-08-15/long_window_20_strict_ROI/long_window_20_strict_ROI_custard_20260815.csv
# (the CURRENT roster; the pipeline's own default points into 2R/QUARANTINE/).
#
# The rule needs drug and high-K rows, which FOUNDATIONS SS9 keeps out of this repo's
# baseline-only reach — so the VERDICTS are vendored here and the rule is not ported.
# keep=0 means the R team rejected that ROI. A slice with no rejections may simply be
# ineligible for a verdict (18 of 85 are); that is the spec, not a bug.
# Regenerate: interface2 dump_droi.m on branch bct-modularity-fast.
slice_id,roi_index,keep
20260706_343,34,1
20260706_343,35,1
20260706_343,36,1
20260706_343,37,1
20260706_343,38,1
20260706_343,39,1
20260706_343,40,1
20260706_343,41,1
20260706_343,42,1
20260706_343,43,1
20260706_343,44,1
20260707_346,1,1
20260707_346,2,1
20260707_346,3,1
20260707_346,4,1
20260707_346,5,1
20260707_346,6,1
20260707_346,7,1
20260707_346,8,1
20260707_346,9,1
20260707_346,10,1
20260707_348,1,1
20260707_348,2,1
20260707_348,3,1
20260707_348,4,1
20260707_348,5,1
20260707_348,6,1
20260707_348,7,1
20260707_348,8,1
20260707_348,9,1
20260707_348,10,1
20260707_348,11,1
20260707_348,12,1
20260707_348,13,1
20260707_348,14,1
20260707_348,15,1
20260707_348,16,1
20260707_348,17,1
20260707_348,18,1
20260707_348,19,1
20260707_348,20,1
20260707_348,21,1
20260707_348,22,1
20260707_348,23,1
20260707_348,24,1
20260707_348,25,1
20260707_348,26,1
20260707_348,27,1
20260707_348,28,1
20260707_348,29,1
20260707_348,30,1
